#Frequency,Eps1,Eps2,Eps1,Eps2
356.127,-151.5387391,20.44140488,5,0.1
356.769,-150.9151911,20.50792911,5,0.1
357.412,-150.3834677,20.67647047,5,0.1
358.055,-150.002813,20.83159638,5,0.1
358.698,-149.7040996,20.87528578,5,0.1
359.341,-149.4144985,20.85702577,5,0.1
359.984,-149.1388479,20.77823046,5,0.1
360.626,-148.8482182,20.61244949,5,0.1
361.269,-148.4889875,20.39140764,5,0.1
361.912,-148.046311,20.17549149,5,0.1
362.555,-147.5684646,20.03645587,5,0.1
363.198,-147.1365971,19.94853122,5,0.1
363.84,-146.7691761,19.83285784,5,0.1
364.483,-146.4047137,19.63634395,5,0.1
365.126,-145.9768318,19.40803298,5,0.1
365.769,-145.5188468,19.2358723,5,0.1
366.412,-145.0981368,19.07199809,5,0.1
367.055,-144.6864326,18.85060011,5,0.1
367.697,-144.2215402,18.60036245,5,0.1
368.34,-143.7346764,18.40723905,5,0.1
368.983,-143.2556396,18.17742846,5,0.1
369.626,-142.743592,17.96256039,5,0.1
370.269,-142.2302684,17.7684623,5,0.1
370.912,-141.7156753,17.55609845,5,0.1
371.554,-141.1677339,17.33896963,5,0.1
372.197,-140.5895653,17.15630655,5,0.1
372.84,-139.990472,16.9900472,5,0.1
373.483,-139.3826746,16.89851705,5,0.1
374.126,-138.8118985,16.85136978,5,0.1
374.769,-138.3098077,16.85340658,5,0.1
375.411,-137.8991812,16.81581504,5,0.1
376.054,-137.5216683,16.69145802,5,0.1
376.697,-137.1067472,16.4871962,5,0.1
377.34,-136.623638,16.27227437,5,0.1
377.983,-136.1079292,16.08946784,5,0.1
378.626,-135.5704075,15.90412923,5,0.1
379.268,-135.0141932,15.77075072,5,0.1
379.911,-134.4545406,15.65524657,5,0.1
380.554,-133.9344234,15.63566323,5,0.1
381.197,-133.5380335,15.60177297,5,0.1
381.84,-133.2107733,15.43908822,5,0.1
382.482,-132.8314101,15.12822385,5,0.1
383.125,-132.2856917,14.73984024,5,0.1
383.768,-131.5928135,14.46949297,5,0.1
384.411,-130.8793704,14.31819154,5,0.1
385.054,-130.2071461,14.25936184,5,0.1
385.697,-129.6081895,14.22881305,5,0.1
