#Frequency,Eps1,Eps2,Eps1,Eps2
276.416,-7620.347955,493.4906156,5,0.1
277.059,-7584.50975,488.6730014,5,0.1
277.702,-7544.449622,482.153788,5,0.1
278.344,-7500.725258,479.2783974,5,0.1
278.987,-7456.039531,480.195343,5,0.1
279.63,-7413.056824,486.3547669,5,0.1
280.273,-7375.359282,495.4444735,5,0.1
280.916,-7342.440583,502.2995546,5,0.1
281.559,-7311.280081,506.6901241,5,0.1
282.201,-7280.782003,509.8018747,5,0.1
282.844,-7252.624152,513.092418,5,0.1
283.487,-7226.324019,511.5373888,5,0.1
284.13,-7199.226778,507.4281784,5,0.1
284.773,-7169.946847,499.4202485,5,0.1
285.416,-7136.463461,491.0373319,5,0.1
286.058,-7100.082643,484.8671643,5,0.1
286.701,-7063.8138,482.3546735,5,0.1
287.344,-7029.230233,479.9965328,5,0.1
287.987,-6995.416781,477.7183502,5,0.1
288.63,-6961.361873,474.2308461,5,0.1
289.272,-6926.530287,471.839,5,0.1
289.915,-6892.570904,470.6858098,5,0.1
290.558,-6859.436977,468.4354065,5,0.1
291.201,-6826.319825,466.1858728,5,0.1
291.844,-6793.193485,462.793208,5,0.1
292.487,-6757.749261,458.0469736,5,0.1
293.129,-6720.205511,456.4607731,5,0.1
293.772,-6682.880154,457.0771657,5,0.1
294.415,-6646.012547,459.8730248,5,0.1
295.058,-6611.530337,466.083264,5,0.1
295.701,-6581.293373,472.6122338,5,0.1
296.344,-6554.63751,477.2593524,5,0.1
296.986,-6529.414729,477.7075156,5,0.1
297.629,-6502.149465,474.7146119,5,0.1
298.272,-6471.232673,471.327349,5,0.1
298.915,-6437.811163,470.8182991,5,0.1
299.558,-6405.036877,474.4899993,5,0.1
300.201,-6375.883951,480.5374042,5,0.1
300.843,-6351.215526,485.956156,5,0.1
301.486,-6329.021173,487.4911635,5,0.1
302.129,-6306.534209,485.908012,5,0.1
302.772,-6282.697404,482.1398813,5,0.1
303.415,-6256.661426,477.1381512,5,0.1
304.058,-6228.737999,472.9429541,5,0.1
304.7,-6200.321343,469.7054888,5,0.1
305.343,-6171.102048,466.384976,5,0.1
305.986,-6141.241154,464.9462718,5,0.1
306.629,-6112.182173,464.5556835,5,0.1
307.272,-6083.564024,464.1765519,5,0.1
307.914,-6055.146326,464.746354,5,0.1
308.557,-6028.013302,466.3698548,5,0.1
309.2,-6002.176615,467.1435205,5,0.1
309.843,-5977.542967,468.0174677,5,0.1
310.486,-5953.266506,466.0980691,5,0.1
311.129,-5927.659607,464.0168504,5,0.1
311.771,-5901.693254,461.8815664,5,0.1
312.414,-5874.088029,458.6402357,5,0.1
313.057,-5844.354794,457.8801805,5,0.1
313.7,-5815.549183,460.7947447,5,0.1
314.343,-5789.76573,464.8867129,5,0.1
314.986,-5766.914066,468.3643329,5,0.1
315.628,-5745.608002,469.3049257,5,0.1
316.271,-5724.155629,468.4319089,5,0.1
316.914,-5701.58801,465.6601871,5,0.1
317.557,-5676.878375,462.6300179,5,0.1
318.2,-5650.561367,461.1403099,5,0.1
318.843,-5624.563478,462.2430654,5,0.1
319.485,-5600.884075,464.4339038,5,0.1
320.128,-5578.778845,465.0754529,5,0.1
320.771,-5556.762236,464.8464834,5,0.1
321.414,-5534.235116,463.6900125,5,0.1
322.057,-5511.540245,463.3358713,5,0.1
322.7,-5488.912435,462.1320738,5,0.1
323.342,-5466.274856,461.7418651,5,0.1
323.985,-5443.908139,460.5366904,5,0.1
324.628,-5420.863036,459.2363488,5,0.1
325.271,-5397.410327,458.6729875,5,0.1
325.914,-5374.14276,458.9128532,5,0.1
326.556,-5351.953617,460.053116,5,0.1
327.199,-5331.138118,460.53837,5,0.1
327.842,-5310.346735,459.4187772,5,0.1
328.485,-5288.763918,458.1795337,5,0.1
329.128,-5266.531853,456.8465576,5,0.1
329.771,-5243.356903,456.1479699,5,0.1
330.413,-5220.653316,457.7952278,5,0.1
331.056,-5199.868138,459.640966,5,0.1
331.699,-5180.676198,460.8949593,5,0.1
332.342,-5161.865006,459.8965385,5,0.1
332.985,-5141.4837,457.9174486,5,0.1
333.628,-5120.084122,457.2995031,5,0.1
334.27,-5099.030418,457.4459674,5,0.1
334.913,-5078.898342,458.4263063,5,0.1
335.556,-5060.068864,458.8104031,5,0.1
336.199,-5041.333854,457.7163346,5,0.1
336.842,-5022.099187,456.5491652,5,0.1
337.485,-5002.155331,454.5480682,5,0.1
338.127,-4981.599167,453.8947738,5,0.1
338.77,-4961.31785,453.2570944,5,0.1
339.413,-4941.157836,453.3276233,5,0.1
340.056,-4921.540003,453.4433702,5,0.1
340.699,-4902.405915,453.6040791,5,0.1
341.342,-4883.432331,453.0557475,5,0.1
341.984,-4863.783165,452.3949727,5,0.1
342.627,-4844.270567,453.114981,5,0.1
343.27,-4825.545416,453.2223495,5,0.1
343.913,-4806.681866,453.2854389,5,0.1
344.556,-4787.417917,453.265081,5,0.1
345.198,-4768.08655,454.5564476,5,0.1
345.841,-4749.794963,456.6238234,5,0.1
346.484,-4733.008483,458.8653558,5,0.1
347.127,-4717.490523,459.9215968,5,0.1
347.77,-4702.279444,459.6700328,5,0.1
348.413,-4686.442362,458.0020477,5,0.1
349.055,-4669.40169,456.150217,5,0.1
349.698,-4651.56882,454.8314168,5,0.1
350.341,-4633.413757,454.100014,5,0.1
350.984,-4614.981264,453.953855,5,0.1
351.627,-4596.390881,455.0377462,5,0.1
352.27,-4579.196301,458.1952605,5,0.1
352.912,-4564.632144,461.0625063,5,0.1
353.555,-4551.633853,462.2385292,5,0.1
354.198,-4539.22595,461.6006975,5,0.1
354.841,-4526.01249,458.3296082,5,0.1
355.484,-4510.18313,454.0558118,5,0.1
356.127,-4491.995683,451.3048592,5,0.1
356.769,-4473.07213,450.9009048,5,0.1
357.412,-4454.847955,453.0187557,5,0.1
358.055,-4439.238983,457.3089293,5,0.1
358.698,-4427.188221,460.8853757,5,0.1
359.341,-4417.059807,461.7152282,5,0.1
359.984,-4406.978055,460.1307392,5,0.1
360.626,-4395.971574,456.6032353,5,0.1
361.269,-4383.373496,452.2516212,5,0.1
361.912,-4369.882037,448.3803743,5,0.1
362.555,-4355.824515,443.851712,5,0.1
363.198,-4340.726137,439.7763756,5,0.1
363.84,-4325.143479,436.2381828,5,0.1
364.483,-4309.086372,433.2225738,5,0.1
365.126,-4292.672536,431.3189887,5,0.1
365.769,-4276.997129,431.2476644,5,0.1
366.412,-4263.806557,432.104246,5,0.1
367.055,-4253.200818,431.0574598,5,0.1
367.697,-4242.85917,426.6471909,5,0.1
368.34,-4230.719011,420.2969848,5,0.1
368.983,-4215.901552,413.03545,5,0.1
369.626,-4199.165825,407.783288,5,0.1
370.269,-4182.090869,403.6273209,5,0.1
370.912,-4165.370072,401.2036337,5,0.1
371.554,-4149.865645,398.9599849,5,0.1
372.197,-4135.173916,396.2962923,5,0.1
372.84,-4120.047183,391.952025,5,0.1
373.483,-4103.184672,387.9267538,5,0.1
